account_id,customer_id,account_type,opening_date,balance,status,interest_rate,currency,branch_code
ACC243796,CUS63263,Savings,2020-06-20,7862.61,Active,11.11,ZAR,293328
ACC952565,CUS79459,Home Loan,2022-02-17,484657.45,Active,5.32,ZAR,223373
ACC962611,CUS79459,Current,2024-07-28,304517.8,Active,4.33,ZAR,218838
ACC282609,CUS79459,Home Loan,2022-04-03,334496.87,Active,6.27,ZAR,240189
ACC333006,CUS79459,Home Loan,2021-12-10,319694.02,Closed,11.48,ZAR,211665
ACC915918,CUS27204,Credit Card,2021-01-06,58225.64,Closed,6.11,ZAR,273241
ACC840193,CUS61870,Current,2023-08-01,246586.39,Active,6.29,ZAR,229342
ACC278134,CUS79576,Credit Card,2023-02-19,536321.77,Active,4.04,ZAR,286478
ACC435290,CUS79576,Savings,2023-06-20,428234.44,Closed,8.28,ZAR,206536
ACC733063,CUS79576,Investment,2023-01-13,892051.18,Active,6.12,ZAR,242358
ACC991144,CUS64394,Savings,2022-03-20,61672.68,Active,10.7,ZAR,237126
ACC319841,CUS64394,Investment,2022-04-08,687531.91,Dormant,6.12,ZAR,224736
ACC885667,CUS62866,Credit Card,2022-10-16,6328.11,Active,5.91,ZAR,298186
ACC224242,CUS12570,Current,2020-05-31,632941.27,Dormant,9.85,ZAR,226334
ACC205872,CUS12570,Investment,2021-11-11,255223.83,Active,11.38,ZAR,278228
ACC185483,CUS12570,Current,2020-04-14,122189.99,Active,5.06,ZAR,235068
ACC459641,CUS61852,Savings,2021-03-05,204545.37,Active,4.99,ZAR,255760
ACC410814,CUS25532,Credit Card,2020-05-04,311490.04,Active,9.41,ZAR,277962
ACC159094,CUS22446,Savings,2020-12-12,114754.15,Closed,8.58,ZAR,287758
ACC608019,CUS22446,Current,2021-10-17,628595.03,Active,11.84,ZAR,289225
ACC586035,CUS22446,Current,2021-05-14,790277.51,Active,12.0,ZAR,242125
ACC898242,CUS22446,Home Loan,2022-02-09,454180.55,Active,4.81,ZAR,271815
ACC333542,CUS98031,Credit Card,2021-02-24,315979.12,Active,8.47,ZAR,287667
ACC447311,CUS98031,Home Loan,2024-10-18,546736.75,Dormant,8.21,ZAR,284959
ACC363899,CUS50631,Savings,2022-08-15,485049.23,Closed,4.3,ZAR,270167
ACC992027,CUS50631,Investment,2022-07-31,514693.91,Active,7.37,ZAR,226939
ACC538111,CUS45502,Investment,2024-07-06,21353.51,Closed,4.66,ZAR,278019
ACC663076,CUS45502,Investment,2020-04-17,825002.23,Dormant,7.12,ZAR,251755
ACC163839,CUS41026,Current,2024-10-28,15316.11,Active,10.26,ZAR,202017
ACC811033,CUS41026,Investment,2023-06-24,719757.96,Closed,9.99,ZAR,220033
ACC983320,CUS69476,Savings,2022-09-01,641057.48,Dormant,11.02,ZAR,239340
ACC413275,CUS69476,Current,2024-02-25,413620.02,Dormant,9.76,ZAR,217611
ACC639833,CUS96786,Savings,2024-02-23,717945.67,Active,4.32,ZAR,257171
ACC991724,CUS96786,Home Loan,2023-11-27,910812.5,Closed,9.33,ZAR,259903
ACC496399,CUS96786,Credit Card,2021-09-14,464524.35,Active,7.51,ZAR,291989
ACC889195,CUS96786,Current,2023-12-25,335212.79,Dormant,8.28,ZAR,254219
ACC717120,CUS94417,Home Loan,2020-07-26,551181.44,Active,8.84,ZAR,210369
ACC260346,CUS94417,Savings,2021-11-14,68033.01,Active,6.27,ZAR,238639
ACC116294,CUS94417,Investment,2023-10-12,570056.28,Active,9.85,ZAR,225802
ACC944492,CUS94417,Home Loan,2023-03-02,71612.38,Active,3.56,ZAR,203276
ACC230254,CUS24224,Investment,2022-03-29,55275.87,Active,7.39,ZAR,243409
ACC267015,CUS61088,Savings,2022-04-20,982580.25,Closed,8.45,ZAR,212729
ACC255843,CUS61088,Home Loan,2021-04-01,505801.56,Active,4.18,ZAR,272684
ACC398539,CUS61088,Current,2022-04-11,989895.02,Closed,6.21,ZAR,275283
ACC777755,CUS61088,Investment,2023-07-04,672176.56,Active,5.46,ZAR,234042
ACC297159,CUS84539,Home Loan,2022-06-19,445694.09,Active,6.4,ZAR,268904
ACC138002,CUS52060,Investment,2020-09-23,617621.03,Closed,9.26,ZAR,254637
ACC453330,CUS52060,Savings,2023-12-20,47174.84,Active,9.93,ZAR,243878
ACC260558,CUS52060,Current,2024-03-01,566697.19,Dormant,7.21,ZAR,224507
ACC749330,CUS89728,Credit Card,2024-03-19,801210.76,Dormant,8.4,ZAR,257334
ACC971093,CUS89728,Credit Card,2020-04-16,847029.68,Active,10.43,ZAR,247368
ACC227222,CUS89728,Current,2020-06-28,495197.86,Closed,4.16,ZAR,221244
ACC496787,CUS48531,Current,2022-06-24,929010.52,Closed,5.99,ZAR,264402
ACC709190,CUS58527,Credit Card,2024-10-25,367824.51,Active,5.37,ZAR,224070
ACC677170,CUS58527,Current,2021-01-16,445353.52,Active,7.67,ZAR,225607
ACC133639,CUS58527,Credit Card,2020-10-11,614469.5,Active,10.24,ZAR,200425
ACC731061,CUS62576,Savings,2022-04-09,222238.37,Active,6.36,ZAR,240761
ACC277336,CUS62576,Investment,2024-02-29,387041.82,Active,11.6,ZAR,211527
ACC860251,CUS62576,Savings,2020-12-09,564344.21,Dormant,8.1,ZAR,219161
ACC730655,CUS86324,Investment,2023-07-26,91915.07,Closed,4.78,ZAR,214038
ACC341898,CUS86324,Home Loan,2024-05-12,332788.78,Closed,9.03,ZAR,247706
ACC367610,CUS86324,Savings,2022-05-22,493584.01,Active,5.03,ZAR,218710
ACC879025,CUS86324,Investment,2023-08-06,418629.92,Closed,7.39,ZAR,237107
ACC177808,CUS56749,Home Loan,2021-03-29,817416.61,Dormant,8.94,ZAR,230864
ACC973122,CUS56749,Credit Card,2024-08-16,766974.77,Dormant,3.85,ZAR,278133
ACC278675,CUS96019,Credit Card,2022-09-30,176498.07,Active,7.44,ZAR,230138
ACC583856,CUS96019,Current,2023-06-07,313397.09,Dormant,7.35,ZAR,289051
ACC568236,CUS96019,Savings,2021-05-06,329256.67,Dormant,11.89,ZAR,297487
ACC731914,CUS61492,Current,2020-08-11,730553.64,Closed,5.19,ZAR,252258
ACC675100,CUS61492,Credit Card,2024-09-29,605333.53,Active,9.1,ZAR,223026
ACC729349,CUS83652,Credit Card,2020-09-20,411969.23,Active,10.75,ZAR,213094
ACC606975,CUS83652,Current,2023-07-28,50179.16,Closed,9.11,ZAR,292584
ACC325097,CUS84823,Savings,2022-03-29,694495.28,Dormant,7.12,ZAR,257688
ACC759115,CUS84823,Current,2022-12-05,298925.89,Active,4.78,ZAR,289019
ACC668196,CUS84823,Savings,2022-04-13,113960.05,Active,10.23,ZAR,217247
ACC327840,CUS12372,Home Loan,2024-10-26,769199.3,Dormant,4.96,ZAR,263336
ACC490124,CUS12372,Investment,2021-07-12,732541.78,Closed,10.7,ZAR,206238
ACC515691,CUS12372,Current,2023-09-23,735594.76,Dormant,5.53,ZAR,203105
ACC745339,CUS12372,Savings,2023-04-15,570732.0,Active,11.65,ZAR,250759
ACC646006,CUS69161,Investment,2023-03-17,959777.84,Dormant,9.75,ZAR,210138
ACC585186,CUS69161,Current,2020-11-06,861379.6,Active,4.12,ZAR,297404
ACC835338,CUS69161,Savings,2022-06-29,397790.58,Dormant,7.01,ZAR,253789
ACC696848,CUS69161,Home Loan,2023-08-09,888222.25,Active,5.82,ZAR,203295
ACC500628,CUS78865,Current,2023-03-11,30172.57,Closed,11.27,ZAR,254514
ACC223607,CUS78865,Investment,2021-03-23,260452.68,Active,6.37,ZAR,262589
ACC224292,CUS78865,Home Loan,2023-01-08,110816.8,Active,9.25,ZAR,201717
ACC356052,CUS44710,Credit Card,2022-12-12,686526.02,Dormant,5.34,ZAR,226935
ACC276141,CUS12078,Current,2023-04-10,446367.82,Closed,10.94,ZAR,289852
ACC599085,CUS12078,Credit Card,2023-12-04,449723.16,Dormant,11.45,ZAR,208019
ACC341374,CUS12078,Home Loan,2024-05-19,925352.87,Active,5.11,ZAR,201042
ACC692455,CUS29009,Current,2021-01-12,426173.3,Closed,3.69,ZAR,289998
ACC230544,CUS29009,Current,2020-03-13,484495.76,Active,8.1,ZAR,280404
ACC232694,CUS65238,Home Loan,2021-09-25,265018.44,Active,6.2,ZAR,293914
ACC203513,CUS65238,Home Loan,2020-04-25,789016.94,Dormant,4.98,ZAR,244977
ACC376789,CUS65238,Home Loan,2023-05-30,718301.52,Active,11.03,ZAR,215409
ACC538480,CUS65238,Home Loan,2024-10-04,594272.26,Active,9.07,ZAR,204356
ACC395338,CUS88669,Current,2023-04-27,330341.29,Active,5.38,ZAR,261419
ACC900248,CUS58323,Credit Card,2021-05-22,952404.2,Active,9.72,ZAR,242682
ACC559628,CUS58323,Home Loan,2021-11-14,35581.52,Closed,8.14,ZAR,213468
ACC829930,CUS58323,Credit Card,2021-08-04,433072.82,Active,9.43,ZAR,297161
ACC993130,CUS39950,Investment,2024-10-05,598898.25,Dormant,10.06,ZAR,297340
ACC859126,CUS31835,Current,2021-09-07,190444.3,Dormant,6.32,ZAR,252154
ACC334517,CUS77481,Home Loan,2021-01-01,36530.94,Active,5.86,ZAR,287555
ACC535193,CUS77481,Home Loan,2023-09-13,682345.09,Closed,6.78,ZAR,269965
ACC746905,CUS77481,Credit Card,2021-05-18,273965.3,Closed,11.81,ZAR,248325
ACC550626,CUS77481,Credit Card,2022-08-05,953166.72,Active,10.5,ZAR,254698
ACC545613,CUS37796,Home Loan,2024-07-01,699509.72,Dormant,8.64,ZAR,201532
ACC978138,CUS37796,Investment,2022-11-08,610555.9,Active,11.48,ZAR,237615
ACC840157,CUS60480,Credit Card,2023-08-03,933698.13,Active,11.55,ZAR,288245
ACC287895,CUS60480,Savings,2023-08-07,325009.96,Active,8.53,ZAR,224787
ACC302237,CUS60480,Savings,2023-01-14,970226.76,Active,10.6,ZAR,255791
ACC180992,CUS60480,Credit Card,2022-08-11,128076.51,Closed,10.04,ZAR,295579
ACC482173,CUS76207,Investment,2022-04-13,941449.98,Active,11.21,ZAR,289145
ACC316430,CUS76207,Investment,2024-06-11,241396.45,Active,8.67,ZAR,238142
ACC882951,CUS61824,Current,2024-05-14,868844.19,Closed,8.77,ZAR,203429
ACC486722,CUS61824,Credit Card,2022-02-20,426824.58,Dormant,9.68,ZAR,265385
ACC939413,CUS61824,Savings,2023-07-11,611077.99,Active,12.0,ZAR,223221
ACC435384,CUS61824,Investment,2021-07-07,30341.39,Dormant,9.69,ZAR,296650
ACC919927,CUS92683,Credit Card,2021-05-29,851015.38,Active,10.99,ZAR,230436
ACC773573,CUS92683,Investment,2021-06-08,415316.78,Active,11.0,ZAR,206448
ACC935471,CUS27139,Investment,2020-09-30,623352.06,Dormant,9.4,ZAR,238052
ACC681059,CUS27139,Investment,2020-06-21,510312.14,Active,11.35,ZAR,249765
ACC237442,CUS27139,Credit Card,2023-01-02,104332.43,Dormant,8.47,ZAR,226433
ACC352623,CUS78207,Savings,2020-09-11,977757.53,Closed,7.2,ZAR,282667
ACC546721,CUS78207,Investment,2020-05-21,692336.37,Active,6.33,ZAR,228695
ACC872441,CUS35418,Investment,2020-04-30,167196.84,Active,9.09,ZAR,265325
ACC914756,CUS74634,Investment,2021-05-06,13610.13,Closed,7.43,ZAR,277146
ACC689851,CUS51642,Savings,2020-01-23,16077.78,Closed,6.95,ZAR,292016
ACC426327,CUS51642,Current,2020-09-05,37252.35,Active,4.2,ZAR,282092
ACC106322,CUS51642,Current,2022-05-14,197682.37,Active,10.79,ZAR,220774
ACC578329,CUS51642,Investment,2021-05-22,419368.92,Active,11.17,ZAR,291414
ACC426243,CUS96182,Savings,2024-05-17,834714.82,Closed,8.88,ZAR,275261
ACC209479,CUS96182,Current,2022-07-20,645464.81,Closed,7.89,ZAR,292006
ACC922249,CUS95306,Credit Card,2021-01-16,46403.53,Active,9.19,ZAR,248838
ACC852658,CUS95306,Investment,2023-06-23,792694.46,Active,10.36,ZAR,299524
ACC128735,CUS95306,Credit Card,2020-04-10,31412.5,Active,5.66,ZAR,215279
ACC532362,CUS37818,Savings,2020-09-02,806796.33,Active,7.41,ZAR,207904
ACC210613,CUS37818,Savings,2023-09-18,988060.74,Active,7.13,ZAR,230181
ACC134986,CUS37818,Savings,2022-08-01,942949.56,Dormant,8.42,ZAR,215850
ACC589699,CUS27487,Current,2022-03-14,94443.67,Dormant,5.01,ZAR,233003
ACC959001,CUS27487,Credit Card,2020-10-21,581998.6,Active,3.81,ZAR,201029
ACC927456,CUS40218,Current,2023-12-23,356622.18,Closed,4.98,ZAR,245529
ACC706864,CUS40218,Current,2022-10-12,128376.16,Dormant,11.17,ZAR,244510
ACC953495,CUS40218,Investment,2023-08-27,27610.59,Active,9.44,ZAR,201399
ACC452894,CUS34261,Current,2024-06-27,87699.03,Closed,3.82,ZAR,254049
ACC222821,CUS34261,Credit Card,2021-12-22,195992.93,Active,7.05,ZAR,269499
ACC139827,CUS63127,Savings,2022-11-11,366413.21,Dormant,4.09,ZAR,238146
ACC336785,CUS63127,Investment,2023-08-26,536546.89,Active,7.61,ZAR,269250
ACC786399,CUS63127,Credit Card,2024-08-14,287544.17,Active,8.85,ZAR,228115
ACC530017,CUS31443,Credit Card,2023-05-09,376635.56,Active,7.24,ZAR,242250
ACC374491,CUS31443,Credit Card,2020-09-20,607436.05,Active,6.24,ZAR,210785
ACC746301,CUS31443,Home Loan,2020-03-25,225717.55,Active,7.84,ZAR,265089
ACC517783,CUS31443,Home Loan,2021-03-18,465147.43,Active,7.16,ZAR,233966
ACC277427,CUS64391,Savings,2022-06-05,575156.11,Dormant,10.38,ZAR,200074
ACC829742,CUS48665,Credit Card,2020-04-07,730338.55,Active,7.72,ZAR,260255
ACC471169,CUS48665,Current,2020-12-17,571676.76,Dormant,4.28,ZAR,273374
ACC545673,CUS48665,Savings,2021-09-04,160651.33,Dormant,8.59,ZAR,287198
ACC137901,CUS38312,Savings,2024-10-29,424267.77,Active,5.97,ZAR,245375
ACC371506,CUS38312,Credit Card,2021-07-18,78005.32,Active,9.56,ZAR,263374
ACC914742,CUS38312,Home Loan,2021-02-05,950997.12,Active,4.82,ZAR,240088
ACC888527,CUS38312,Credit Card,2023-04-01,909252.47,Active,3.6,ZAR,201578
ACC892417,CUS51428,Credit Card,2024-09-15,246569.7,Active,6.0,ZAR,211345
ACC287440,CUS51428,Current,2020-10-31,791420.46,Active,11.68,ZAR,237158
ACC138796,CUS51428,Current,2020-12-10,193729.67,Dormant,6.99,ZAR,210830
ACC804983,CUS51428,Home Loan,2023-03-22,120875.42,Active,9.27,ZAR,232053
ACC205100,CUS19152,Current,2022-02-20,358656.65,Dormant,9.88,ZAR,299130
ACC309572,CUS57384,Current,2024-01-02,982373.12,Active,3.79,ZAR,283740
ACC794636,CUS57384,Home Loan,2024-03-23,572487.21,Closed,9.28,ZAR,262731
ACC920679,CUS69199,Investment,2022-03-15,977983.1,Active,4.28,ZAR,269905
ACC936575,CUS72669,Current,2024-08-24,483509.77,Closed,9.78,ZAR,279069
ACC351860,CUS72669,Investment,2021-08-27,127279.58,Dormant,4.0,ZAR,279592
ACC151770,CUS72669,Investment,2023-11-17,893153.74,Closed,4.35,ZAR,271744
ACC181202,CUS72669,Investment,2024-10-28,571734.67,Active,9.27,ZAR,245465
ACC261647,CUS46305,Investment,2022-01-07,922389.74,Closed,4.14,ZAR,259379
ACC849306,CUS46305,Savings,2020-04-16,368845.02,Active,11.64,ZAR,294009
ACC577139,CUS46305,Investment,2023-08-23,640249.55,Active,4.27,ZAR,265755
ACC792534,CUS46305,Current,2022-12-07,605987.45,Active,4.11,ZAR,262785
ACC262644,CUS50573,Home Loan,2021-07-02,573212.9,Dormant,4.73,ZAR,204914
ACC683920,CUS19849,Savings,2021-02-07,670702.75,Closed,5.94,ZAR,240671
ACC880411,CUS19849,Savings,2021-03-19,584169.04,Active,8.68,ZAR,249479
ACC501178,CUS19849,Credit Card,2022-03-09,906945.47,Dormant,3.76,ZAR,246049
ACC298936,CUS49118,Savings,2020-03-14,377313.57,Active,11.02,ZAR,206159
ACC423040,CUS35045,Credit Card,2021-07-26,83213.96,Active,7.02,ZAR,284635
ACC539609,CUS16317,Investment,2024-10-25,576895.6,Closed,10.98,ZAR,298588
ACC738216,CUS16317,Credit Card,2023-04-24,747563.97,Active,10.66,ZAR,256547
ACC911159,CUS16317,Home Loan,2024-10-16,604449.72,Closed,8.36,ZAR,267571
ACC973481,CUS96021,Credit Card,2020-11-16,679520.19,Closed,3.62,ZAR,231610
ACC986927,CUS96021,Investment,2020-03-20,787989.0,Active,7.85,ZAR,246109
ACC308185,CUS96021,Credit Card,2021-05-31,172764.31,Active,11.03,ZAR,290248
ACC416049,CUS93540,Savings,2022-03-24,365132.81,Active,3.93,ZAR,208602
ACC256286,CUS90089,Credit Card,2022-06-22,509534.27,Closed,4.38,ZAR,286571
ACC569636,CUS90089,Credit Card,2022-08-10,543464.62,Active,3.97,ZAR,291807
ACC956659,CUS90089,Current,2020-12-11,158251.78,Closed,11.28,ZAR,204612
ACC507795,CUS90089,Home Loan,2022-09-22,731766.68,Active,5.48,ZAR,237511
ACC713543,CUS99640,Savings,2021-12-27,225038.6,Active,7.77,ZAR,223640
ACC467611,CUS99640,Credit Card,2021-07-17,714863.01,Dormant,7.75,ZAR,238209
ACC300594,CUS18033,Credit Card,2021-06-23,630818.94,Active,6.02,ZAR,248984
ACC646560,CUS18033,Current,2024-04-13,921858.22,Active,11.41,ZAR,203861
ACC352749,CUS18033,Current,2021-01-07,684211.1,Active,9.91,ZAR,206029
ACC172795,CUS21065,Current,2022-05-30,194832.38,Dormant,7.72,ZAR,243722
ACC686298,CUS44082,Investment,2020-12-31,848352.85,Active,10.72,ZAR,246090
ACC339155,CUS44082,Savings,2020-05-19,811883.83,Active,4.52,ZAR,275849
ACC839717,CUS44082,Savings,2022-02-21,524502.77,Active,7.67,ZAR,262063
ACC546098,CUS44082,Current,2023-04-09,449938.64,Dormant,6.37,ZAR,227286
ACC437218,CUS38204,Home Loan,2021-03-27,535450.64,Active,10.17,ZAR,273498
ACC886806,CUS38204,Savings,2024-10-27,95266.05,Active,7.53,ZAR,263893
ACC126350,CUS91549,Home Loan,2022-01-02,915165.61,Dormant,5.83,ZAR,278468
ACC849523,CUS91549,Credit Card,2024-03-09,186588.51,Closed,8.16,ZAR,209253
ACC284123,CUS91549,Current,2022-01-20,546663.76,Active,7.11,ZAR,258840
ACC762004,CUS16002,Home Loan,2024-09-01,981297.8,Active,5.6,ZAR,242557
ACC162241,CUS64862,Savings,2022-08-31,621760.76,Active,11.94,ZAR,286609
ACC166831,CUS41014,Home Loan,2023-10-27,499150.25,Closed,6.07,ZAR,226993
ACC756986,CUS41014,Home Loan,2021-10-16,768745.3,Active,9.82,ZAR,219565
ACC704915,CUS41014,Current,2021-06-11,449500.2,Dormant,8.65,ZAR,283977
ACC379524,CUS41014,Current,2024-04-27,695849.58,Active,8.41,ZAR,286034
ACC830296,CUS36178,Home Loan,2022-09-03,117846.97,Active,8.21,ZAR,281219
ACC701444,CUS36178,Credit Card,2021-07-08,968183.59,Active,10.43,ZAR,225940
ACC415321,CUS41007,Savings,2023-01-03,236215.74,Active,9.54,ZAR,278868
ACC147309,CUS20273,Home Loan,2021-02-14,835269.09,Closed,8.77,ZAR,206086
ACC816713,CUS20273,Investment,2024-10-31,253614.37,Closed,10.22,ZAR,283244
ACC983068,CUS20273,Home Loan,2021-12-03,11192.99,Active,7.46,ZAR,203372
ACC817254,CUS45036,Investment,2021-07-03,29824.39,Dormant,4.61,ZAR,255598
ACC791051,CUS45036,Investment,2023-12-21,474436.85,Closed,10.78,ZAR,290059
ACC433056,CUS41879,Current,2021-05-19,351120.3,Active,10.98,ZAR,219369
ACC434746,CUS87458,Credit Card,2024-02-01,257103.32,Active,4.6,ZAR,259707
ACC762454,CUS87458,Current,2022-01-15,648565.83,Dormant,5.25,ZAR,277211
ACC991749,CUS87458,Home Loan,2020-05-09,288883.46,Active,4.37,ZAR,285842
ACC568202,CUS87458,Savings,2023-03-30,410667.22,Active,11.4,ZAR,220806
ACC935971,CUS12491,Home Loan,2024-03-18,778119.04,Active,8.52,ZAR,210008
ACC782010,CUS24833,Current,2020-12-09,615247.76,Closed,6.37,ZAR,230510
ACC583464,CUS24833,Home Loan,2022-01-13,58262.36,Dormant,8.52,ZAR,292670
ACC676232,CUS13467,Credit Card,2021-05-04,174061.85,Closed,10.0,ZAR,259059
ACC747383,CUS13467,Investment,2021-07-09,384039.2,Closed,4.36,ZAR,245559
ACC871846,CUS13467,Current,2020-01-21,717450.1,Active,10.62,ZAR,211756
ACC798763,CUS95797,Savings,2020-11-11,820252.66,Dormant,7.13,ZAR,260254
ACC390600,CUS95797,Investment,2023-11-24,195561.52,Active,5.71,ZAR,221191
ACC544274,CUS60101,Current,2020-04-16,238274.49,Active,10.78,ZAR,259866
ACC428146,CUS95026,Savings,2023-07-10,561557.09,Closed,6.91,ZAR,239625
ACC637786,CUS95026,Current,2023-01-13,82277.92,Dormant,11.13,ZAR,220651
ACC753783,CUS75565,Investment,2023-08-28,552927.72,Active,8.85,ZAR,248080
ACC758634,CUS75565,Investment,2020-07-24,595807.74,Closed,8.39,ZAR,206096
ACC695307,CUS75565,Credit Card,2022-10-27,54462.13,Active,6.04,ZAR,288906
ACC963995,CUS75565,Investment,2020-10-07,274921.95,Dormant,11.68,ZAR,205547
ACC913071,CUS93989,Investment,2024-05-08,283822.67,Active,5.08,ZAR,219288
ACC783309,CUS93989,Investment,2023-11-04,103624.56,Active,5.14,ZAR,290675
ACC164515,CUS93989,Savings,2024-09-25,861628.16,Active,3.59,ZAR,257839
ACC986481,CUS93989,Current,2022-07-20,360597.11,Active,3.89,ZAR,298416
ACC860964,CUS25375,Investment,2023-04-22,111952.73,Dormant,6.1,ZAR,256411
ACC421969,CUS25375,Home Loan,2021-11-07,685002.28,Closed,7.68,ZAR,292906
ACC760103,CUS25375,Current,2022-09-14,229612.56,Active,10.68,ZAR,227391
ACC689967,CUS25375,Home Loan,2024-01-07,307614.8,Active,4.34,ZAR,224525
ACC359350,CUS90527,Investment,2022-04-18,204931.19,Dormant,5.55,ZAR,226737
ACC716168,CUS90527,Current,2021-03-20,557021.36,Closed,8.01,ZAR,201420
ACC827233,CUS45636,Credit Card,2024-10-26,279022.03,Dormant,5.38,ZAR,200644
ACC513768,CUS77255,Current,2021-07-27,627844.32,Closed,10.78,ZAR,296763
ACC203997,CUS77255,Investment,2021-10-10,623168.89,Active,11.65,ZAR,253823
ACC116882,CUS77255,Home Loan,2021-05-20,42320.3,Active,10.62,ZAR,234854
ACC800265,CUS77255,Savings,2021-05-14,31089.77,Closed,8.06,ZAR,295795
ACC723573,CUS25032,Home Loan,2024-03-12,215805.85,Dormant,10.0,ZAR,236688
ACC659947,CUS25032,Investment,2021-01-31,151760.25,Active,12.0,ZAR,262917
ACC974105,CUS25032,Savings,2023-10-31,120506.93,Closed,9.15,ZAR,296199
ACC473948,CUS85852,Credit Card,2020-10-28,744880.22,Active,3.9,ZAR,278080
ACC246384,CUS85852,Home Loan,2021-10-12,160323.51,Dormant,5.2,ZAR,249911
ACC706291,CUS34575,Home Loan,2022-01-20,395096.83,Active,4.39,ZAR,284197
ACC346695,CUS23460,Investment,2021-07-24,510327.11,Closed,7.94,ZAR,288792
ACC419154,CUS23460,Investment,2020-10-01,213480.49,Active,11.17,ZAR,244065
ACC168038,CUS23460,Investment,2022-12-03,404817.26,Dormant,3.51,ZAR,265418
ACC693171,CUS23460,Savings,2021-07-19,583484.81,Closed,11.15,ZAR,286663
ACC628617,CUS34289,Investment,2020-07-05,614835.37,Active,11.29,ZAR,233026
ACC598839,CUS72870,Savings,2023-01-17,952696.34,Active,9.33,ZAR,238541
ACC826077,CUS38023,Current,2020-05-22,636541.12,Closed,8.13,ZAR,293149
ACC814545,CUS38023,Credit Card,2020-04-02,615023.5,Closed,10.78,ZAR,230415
ACC879895,CUS38023,Investment,2022-10-16,478818.57,Active,11.02,ZAR,213453
ACC254961,CUS38023,Investment,2023-03-06,722025.9,Active,11.6,ZAR,274344
ACC165705,CUS87266,Investment,2021-04-09,143382.1,Active,4.56,ZAR,207516
ACC154939,CUS87266,Home Loan,2020-08-30,699114.96,Closed,5.37,ZAR,245439
ACC508449,CUS87266,Current,2024-04-01,873484.47,Closed,11.42,ZAR,227895
ACC571277,CUS79833,Investment,2022-05-24,339343.27,Active,8.77,ZAR,264697
ACC841914,CUS79833,Current,2022-04-07,31099.0,Active,5.49,ZAR,271846
ACC840309,CUS70070,Credit Card,2024-07-26,834031.4,Active,4.17,ZAR,291560
ACC145671,CUS70070,Home Loan,2023-04-08,144474.69,Active,10.39,ZAR,259793
ACC199333,CUS70070,Investment,2020-07-21,776588.86,Closed,6.21,ZAR,283455
ACC195836,CUS70070,Investment,2024-06-04,325144.06,Closed,9.69,ZAR,224282
ACC362277,CUS25867,Credit Card,2020-08-07,971029.02,Active,9.64,ZAR,241571
ACC306775,CUS25867,Savings,2024-03-06,673093.05,Closed,9.69,ZAR,229105
ACC657892,CUS25867,Current,2024-04-16,463395.28,Active,5.12,ZAR,278774
ACC453447,CUS25867,Home Loan,2020-05-03,649092.49,Closed,3.61,ZAR,212961
ACC947638,CUS87437,Current,2023-12-12,270412.88,Dormant,10.79,ZAR,224250
ACC944711,CUS87437,Home Loan,2021-12-20,175833.4,Closed,9.89,ZAR,257349
ACC656608,CUS87437,Home Loan,2020-02-18,443270.84,Active,9.07,ZAR,273271
ACC922293,CUS73185,Investment,2023-09-12,403958.99,Active,8.28,ZAR,212700
ACC110032,CUS73185,Investment,2022-10-18,462634.69,Active,8.5,ZAR,222686
ACC208267,CUS73185,Savings,2021-02-16,16310.87,Active,7.34,ZAR,254670
ACC953710,CUS73185,Current,2024-06-22,812732.22,Closed,10.77,ZAR,212892
ACC183054,CUS51160,Savings,2024-11-18,272468.38,Active,9.76,ZAR,240798
ACC292717,CUS51160,Credit Card,2023-12-12,351721.0,Dormant,6.63,ZAR,233540
ACC174100,CUS51160,Current,2021-07-01,274123.45,Active,4.01,ZAR,214810
ACC801085,CUS62191,Current,2022-11-23,691670.59,Active,11.86,ZAR,241197
ACC142157,CUS62191,Savings,2024-06-04,350467.57,Dormant,7.64,ZAR,272225
ACC249093,CUS62191,Current,2023-02-23,3277.11,Dormant,9.54,ZAR,275186
ACC773863,CUS35580,Current,2021-10-04,16986.51,Active,8.22,ZAR,248549
ACC606671,CUS17635,Investment,2023-08-05,272406.96,Active,4.68,ZAR,287865
ACC871808,CUS42345,Credit Card,2024-10-11,488428.01,Active,6.33,ZAR,220483
ACC612905,CUS42345,Current,2023-06-27,956209.83,Active,7.54,ZAR,297401
ACC289187,CUS37642,Credit Card,2022-03-13,646722.88,Closed,3.55,ZAR,294803
ACC288612,CUS95665,Credit Card,2023-05-10,842814.55,Active,4.51,ZAR,220805
ACC262035,CUS95665,Credit Card,2023-07-20,887789.71,Active,6.28,ZAR,256539
ACC111713,CUS95665,Savings,2023-01-30,923285.68,Active,3.56,ZAR,256106
ACC103279,CUS64087,Savings,2020-02-05,838546.11,Closed,4.86,ZAR,290865
ACC573508,CUS75131,Home Loan,2024-10-08,347523.29,Active,7.89,ZAR,244628
ACC340599,CUS75131,Investment,2023-05-21,417396.29,Active,10.98,ZAR,267682
ACC147503,CUS75131,Investment,2024-05-27,598382.38,Active,7.4,ZAR,247212
ACC491579,CUS49507,Home Loan,2024-06-28,539142.91,Active,7.06,ZAR,292281
ACC582860,CUS49507,Savings,2021-04-23,929718.17,Closed,11.64,ZAR,283189
ACC467364,CUS49507,Investment,2024-03-02,492034.37,Active,7.82,ZAR,288490
ACC268442,CUS28459,Home Loan,2022-06-25,88847.98,Dormant,7.67,ZAR,278942
